t,dx,dy,dz,ax,az
19.45,-0.1827,-2.0871,1.7742,12.56,186.39
19.46,0.1249,-2.0957,1.5092,-107.96,200.11
19.47,0.4223,-2.1039,1.2636,-202.42,183.97
19.48,0.7003,-2.1113,1.0361,-257.6,147.54
19.49,0.9535,-2.1175,0.8233,-272.6,105.55
19.5,1.18,-2.1221,0.6215,-256.1,73.0
19.51,1.3813,-2.1251,0.4277,-223.68,61.0
19.52,1.56,-2.1267,0.2406,-193.58,72.69
19.53,1.7189,-2.1271,0.0615,-179.58,102.84
19.54,1.8592,-2.1266,-0.107,-185.7,141.19
19.55,1.9805,-2.1255,-0.2613,-205.66,175.63
19.56,2.081,-2.1242,-0.3983,-227.15,195.87
19.57,2.159,-2.1238,-0.516,-238.21,197.21
19.58,2.2136,-2.1252,-0.6142,-231.7,181.98
19.59,2.2453,-2.129,-0.6943,-207.12,158.42
19.6,2.2565,-2.1359,-0.7583,-170.53,138.1
19.61,2.2506,-2.1459,-0.808,-131.56,131.68
19.62,2.2312,-2.1592,-0.8439,-99.28,145.5
19.63,2.2016,-2.1755,-0.8646,-79.97,180.26
19.64,2.1634,-2.1943,-0.8667,-76.56,230.69
19.65,2.1171,-2.2147,-0.8454,-88.28,286.65
19.66,2.0616,-2.236,-0.7955,-110.64,336.38
19.67,1.9949,-2.2582,-0.7122,-136.4,370.2
19.68,1.9145,-2.2816,-0.5922,-157.54,383.23
19.69,1.8186,-2.307,-0.4343,-167.59,376.65
19.7,1.7061,-2.335,-0.2388,-163.76,356.66
19.71,1.5775,-2.3659,-0.0077,-147.94,331.11
19.72,1.4341,-2.3989,0.2566,-126.15,305.17
19.73,1.278,-2.4327,0.5516,-106.31,277.71
19.74,1.111,-2.4657,0.8743,-94.88,240.83
19.75,0.9341,-2.4967,1.2208,-93.41,184.91
19.76,0.7476,-2.5248,1.5853,-98.15,108.29
19.77,0.5513,-2.5496,1.9606,-103.3,22.16
19.78,0.3446,-2.5708,2.3385,-104.33,-56.98
19.79,0.1275,-2.5884,2.7112,-98.08,-117.65
19.8,-0.0992,-2.6027,3.073,-81.82,-155.13
19.81,-0.3339,-2.6138,3.4199,-54.07,-170.13
19.82,-0.5738,-2.6218,3.7504,-15.68,-169.0
19.83,-0.8151,-2.6259,4.0642,31.35,-162.54
19.84,-1.0532,-2.6251,4.3618,85.23,-162.36
19.85,-1.2828,-2.6179,4.643,144.44,-176.59
19.86,-1.498,-2.6033,4.9062,206.16,-206.62
19.87,-1.6927,-2.5812,5.1487,263.8,-246.82
19.88,-1.8614,-2.5521,5.3666,307.73,-286.79
19.89,-2.0001,-2.5168,5.5563,329.58,-315.67
19.9,-2.1065,-2.4765,5.715,325.71,-326.58
19.91,-2.181,-2.4323,5.8417,298.28,-318.38
19.92,-2.2261,-2.3852,5.9371,254.72,-295.53
19.93,-2.246,-2.3359,6.0032,205.0,-266.69
19.94,-2.2455,-2.2848,6.0428,157.44,-241.17
19.95,-2.2291,-2.2323,6.0581,115.95,-224.59
19.96,-2.2011,-2.1789,6.0509,80.45,-216.26
19.97,-2.165,-2.1256,6.0222,49.56,-210.89
19.98,-2.1239,-2.074,5.9725,22.06,-203.24
19.99,-2.0807,-2.026,5.9029,-3.08,-190.74
