t,dx,dy,dz,ax,az
9.77,1.9416,0.4715,2.0241,158.67,133.95
9.78,1.9127,0.4651,1.9429,126.31,149.02
9.79,1.8958,0.4489,1.8757,73.51,133.92
9.8,1.8858,0.4239,1.8212,4.0,94.63
9.81,1.876,0.3917,1.7759,-72.11,42.01
9.82,1.859,0.3545,1.7348,-141.3,-8.82
9.83,1.8283,0.3145,1.6932,-190.92,-42.88
9.84,1.7791,0.2736,1.6479,-214.35,-51.55
9.85,1.709,0.2327,1.598,-212.8,-34.25
9.86,1.618,0.1928,1.5453,-192.05,3.85
9.87,1.508,0.1547,1.4931,-159.39,53.41
9.88,1.3821,0.1194,1.4463,-123.08,102.89
9.89,1.2438,0.0874,1.4094,-91.11,141.46
9.9,1.0959,0.0589,1.3862,-69.26,161.31
9.91,0.9408,0.0337,1.3785,-59.57,159.44
9.92,0.7794,0.0109,1.3863,-59.43,138.58
9.93,0.612,-0.0112,1.4076,-62.22,106.07
9.94,0.4383,-0.0347,1.4394,-60.34,71.44
9.95,0.2588,-0.061,1.4785,-49.2,43.76
9.96,0.0745,-0.0914,1.5223,-29.95,29.09
9.97,-0.1128,-0.1263,1.5693,-8.91,28.89
9.98,-0.3013,-0.1659,1.6194,6.37,40.51
9.99,-0.4894,-0.209,1.6737,11.25,58.1
10.0,-0.6768,-0.2533,1.7338,4.96,73.78
10.01,-0.8639,-0.2959,1.8009,-10.64,79.92
10.02,-1.0523,-0.3346,1.8756,-31.45,71.36
10.03,-1.244,-0.3685,1.957,-52.29,46.7
10.04,-1.4408,-0.3981,2.0428,-69.19,9.27
10.05,-1.6445,-0.4251,2.1293,-80.58,-32.55
10.06,-1.8561,-0.451,2.2127,-86.6,-67.21
10.07,-2.0764,-0.4764,2.2897,-88.62,-84.38
10.08,-2.3056,-0.5008,2.3589,-89.35,-78.71
10.09,-2.5438,-0.5222,2.4207,-91.46,-51.18
10.1,-2.7913,-0.5383,2.4777,-95.4,-8.68
10.11,-3.0483,-0.5472,2.5339,-99.65,37.53
10.12,-3.3154,-0.5478,2.5936,-102.33,74.97
10.13,-3.5927,-0.5397,2.6603,-101.38,93.67
10.14,-3.88,-0.5233,2.7357,-94.69,88.45
10.15,-4.1767,-0.4994,2.8193,-80.62,59.89
10.16,-4.4812,-0.4692,2.9085,-58.67,13.98
10.17,-4.7916,-0.4345,2.9988,-30.15,-39.91
10.18,-5.105,-0.3972,3.0851,1.23,-91.09
10.19,-5.4183,-0.3591,3.1626,30.16,-129.0
10.2,-5.7289,-0.3214,3.2277,51.89,-146.4
10.21,-6.0346,-0.2851,3.2787,63.86,-142.32
10.22,-6.3341,-0.2512,3.3157,66.32,-122.35
10.23,-6.6273,-0.22,3.3406,62.52,-96.76
10.24,-6.9143,-0.1914,3.3557,58.06,-76.93
10.25,-7.1954,-0.1649,3.3627,59.65,-71.63
10.26,-7.4703,-0.1404,3.362,73.22,-84.43
10.27,-7.7375,-0.1181,3.3524,101.6,-112.45
10.28,-7.9943,-0.0988,3.3314,142.96,-147.34
10.29,-8.2367,-0.0832,3.2957,190.98,-177.48
10.3,-8.4601,-0.0722,3.2426,236.17,-191.31
10.31,-8.6603,-0.0665,3.171,267.97,-180.73
10.32,-8.8342,-0.0662,3.0819,277.62,-143.17
10.33,-8.9812,-0.0708,2.9791,260.72,-82.48
10.34,-9.1027,-0.0785,2.8682,218.41,-8.1
10.35,-9.2029,-0.0868,2.7566,157.47,66.55
10.36,-9.2876,-0.0932,2.6511,89.63,125.93
10.37,-9.3632,-0.0958,2.5575,29.98,156.25
10.38,-9.4352,-0.093,2.4786,-7.24,150.59
10.39,-9.5073,-0.0842,2.4138,-14.13,111.87
10.4,-9.5801,-0.0695,2.3597,8.62,51.66
10.41,-9.6515,-0.0495,2.3106,53.48,-13.52
10.42,-9.7173,-0.0251,2.2603,108.68,-66.09
10.43,-9.7724,0.0033,2.2041,161.29,-92.05
10.44,-9.8117,0.035,2.1394,200.7,-85.41
10.45,-9.8315,0.0691,2.0669,221.8,-49.67
10.46,-9.8295,0.1042,1.9898,225.72,3.79
10.47,-9.8053,0.1388,1.9131,218.08,59.25
10.48,-9.7595,0.1718,1.8419,206.08,101.5
10.49,-9.693,0.2027,1.7802,195.78,120.57
10.5,-9.6069,0.2318,1.73,190.22,114.25
10.51,-9.5016,0.2602,1.6906,188.84,88.13
10.52,-9.3775,0.2891,1.6597,187.52,53.74
10.53,-9.2349,0.3194,1.6343,179.79,24.53
10.54,-9.0747,0.3511,1.6118,159.49,11.39
10.55,-8.8989,0.3837,1.5908,123.95,19.24
10.56,-8.711,0.4159,1.5721,75.29,45.78
10.57,-8.5159,0.4458,1.5583,19.1,82.76
10.58,-8.3189,0.4715,1.5527,-37.7,118.74
10.59,-8.1255,0.4913,1.5585,-87.84,142.31
10.6,-7.9406,0.504,1.5781,-124.86,145.95
10.61,-7.7678,0.5091,1.6117,-144.73,129.23
10.62,-7.6091,0.5072,1.6578,-146.51,99.1
10.63,-7.4646,0.4994,1.7137,-132.5,66.99
10.64,-7.3332,0.487,1.7765,-108.62,44.55
10.65,-7.2126,0.471,1.8442,-83.62,39.48
10.66,-7.1006,0.453,1.9162,-66.16,53.31
10.67,-6.9956,0.4345,1.9938,-62.04,81.52
10.68,-6.8971,0.4167,2.0797,-73.06,114.85
10.69,-6.8064,0.4005,2.1769,-96.61,142.53
10.7,-6.7254,0.3864,2.2879,-126.03,156.24
10.71,-6.657,0.3749,2.4141,-152.49,152.01
10.72,-6.6036,0.3667,2.5549,-167.38,130.3
10.73,-6.5665,0.3628,2.7084,-164.76,95.28
10.74,-6.5454,0.3639,2.8712,-143.21,53.44
10.75,-6.5383,0.3709,3.0393,-106.07,12.24
10.76,-6.5416,0.3838,3.2088,-60.27,-21.3
10.77,-6.5509,0.4021,3.3764,-14.54,-41.96
10.78,-6.5619,0.4248,3.5401,23.01,-48.19
10.79,-6.5709,0.451,3.6992,46.99,-43.07
10.8,-6.5757,0.4789,3.8541,56.09,-32.75
10.81,-6.5751,0.5069,4.0056,53.52,-24.02
10.82,-6.5693,0.5328,4.1545,46.07,-22.71
10.83,-6.5589,0.555,4.3007,42.18,-31.73
10.84,-6.5439,0.5722,4.4435,49.27,-50.04
10.85,-6.5237,0.5831,4.5812,71.12,-73.38
10.86,-6.496,0.5868,4.7114,106.61,-95.71
10.87,-6.4575,0.5831,4.8322,150.29,-110.7
10.88,-6.4039,0.5736,4.9422,193.67,-113.75
10.89,-6.3313,0.5606,5.0411,227.49,-104.04
10.9,-6.2363,0.5464,5.1297,245.13,-85.36
10.91,-6.1172,0.5326,5.2098,244.97,-65.11
10.92,-5.974,0.5201,5.2831,230.08,-51.48
10.93,-5.808,0.509,5.3509,206.26,-50.58
10.94,-5.6215,0.4993,5.4133,180.61,-63.94
10.95,-5.4167,0.4905,5.4689,160.38,-87.68
10.96,-5.1957,0.4821,5.5156,150.27,-114.26
10.97,-4.9594,0.4738,5.551,150.36,-135.58
10.98,-4.7079,0.4657,5.573,156.38,-145.78
10.99,-4.4408,0.4587,5.5807,161.27,-142.6
11.0,-4.1577,0.4544,5.5744,158.11,-127.25
11.01,-3.8592,0.454,5.5555,143.12,-104.3
11.02,-3.5466,0.4587,5.5262,117.14,-80.96
11.03,-3.2224,0.4691,5.4884,85.18,-65.7
11.04,-2.8897,0.4851,5.4437,54.43,-66.02
11.05,-2.5513,0.5066,5.3918,31.95,-85.53
11.06,-2.2094,0.533,5.3308,22.77,-122.06
11.07,-1.8648,0.5635,5.2574,28.6,-167.65
11.08,-1.5171,0.5973,5.1672,47.3,-210.69
11.09,-1.1644,0.6341,5.0562,73.06,-239.51
11.1,-0.8044,0.6737,4.9218,97.49,-245.55
11.11,-0.4349,0.7164,4.7634,111.77,-225.19
11.12,-0.0547,0.7619,4.5831,108.92,-180.19
11.13,0.3359,0.8101,4.3851,84.68,-117.49
11.14,0.7344,0.8608,4.1754,38.68,-48.55
11.15,1.1364,0.9137,3.9607,-24.27,12.84
11.16,1.5358,0.968,3.7466,-95.21,54.57
11.17,1.9257,1.023,3.5373,-163.9,70.6
11.18,2.2996,1.0777,3.3345,-221.68,63.31
11.19,2.6517,1.131,3.1375,-263.3,41.95
11.2,2.9779,1.182,2.9446,-287.59,18.94
11.21,3.2757,1.23,2.7538,-297.09,6.67
11.22,3.5441,1.2747,2.5642,-296.23,13.93
11.23,3.7831,1.3156,2.3763,-289.89,42.5
11.24,3.9931,1.3522,2.1931,-282.92,87.04
11.25,4.1748,1.3839,2.0186,-279.08,137.85
11.26,4.3284,1.4112,1.8578,-279.39,184.35
11.27,4.4541,1.4349,1.715,-281.71,218.22
11.28,4.5517,1.4553,1.5935,-282.19,234.91
11.29,4.6213,1.4719,1.495,-277.59,233.68
11.3,4.6632,1.4832,1.4194,-266.94,217.53
11.31,4.6786,1.4873,1.3653,-251.65,192.68
11.32,4.6689,1.4825,1.3304,-234.57,167.39
11.33,4.6358,1.4676,1.3124,-219.0,149.44
11.34,4.5807,1.4414,1.3095,-207.59,143.69
11.35,4.5047,1.4032,1.3212,-201.78,151.36
11.36,4.4084,1.3529,1.3483,-201.24,169.81
11.37,4.292,1.2911,1.3924,-202.93,192.69
11.38,4.1554,1.2186,1.4556,-201.31,211.66
11.39,3.999,1.1369,1.5396,-190.14,218.82
11.4,3.8239,1.0475,1.645,-164.58,208.11
11.41,3.6329,0.9525,1.7706,-123.31,176.97
11.42,3.4298,0.8536,1.9134,-70.07,128.59
11.43,3.2198,0.7529,2.0688,-12.87,71.81
11.44,3.0085,0.6516,2.2313,39.12,18.11
11.45,2.8008,0.5509,2.396,78.46,-21.85
11.46,2.6006,0.4513,2.5589,100.95,-41.01
11.47,2.4101,0.3537,2.7181,106.48,-38.05
11.48,2.23,0.259,2.874,99.31,-17.55
11.49,2.0597,0.1679,3.0282,86.61,11.48
11.5,1.8981,0.0817,3.1834,75.87,37.66
11.51,1.7444,0.0009,3.342,72.11,50.34
11.52,1.5981,-0.0743,3.505,75.72,42.72
11.53,1.4595,-0.1437,3.6717,82.57,13.41
11.54,1.3292,-0.2076,3.8393,86.43,-33.14
11.55,1.2073,-0.2666,4.0032,82.17,-87.53
11.56,1.0935,-0.3215,4.1584,68.89,-138.41
11.57,0.9865,-0.3735,4.3,50.98,-176.23
11.58,0.8847,-0.4225,4.4244,35.59,-195.29
11.59,0.7867,-0.4673,4.5297,29.68,-195.19
11.6,0.6922,-0.506,4.6157,38.09,-180.62
11.61,0.6019,-0.5366,4.6838,62.19,-158.38
11.62,0.5182,-0.5581,4.7359,99.5,-135.09
11.63,0.4447,-0.571,4.7744,144.17,-116.66
11.64,0.3856,-0.5762,4.801,187.54,-106.31
11.65,0.3451,-0.5756,4.8166,219.72,-103.25
11.66,0.3261,-0.5711,4.8217,232.72,-104.7
11.67,0.3299,-0.5656,4.8163,223.67,-108.14
11.68,0.3557,-0.5613,4.7999,195.72,-110.93
11.69,0.4008,-0.5596,4.7725,157.41,-110.06
11.7,0.4618,-0.5606,4.7341,119.68,-103.49
11.71,0.535,-0.5634,4.6855,91.57,-90.42
11.72,0.6178,-0.5668,4.6279,78.16,-70.98
11.73,0.7089,-0.57,4.5633,80.71,-46.8
11.74,0.8085,-0.5718,4.4939,95.75,-20.83
11.75,0.9178,-0.571,4.4223,115.49,4.1
11.76,1.0386,-0.5663,4.351,130.58,26.53
11.77,1.1722,-0.5565,4.2823,132.59,46.08
11.78,1.3187,-0.5413,4.2179,116.05,63.11
11.79,1.4764,-0.5219,4.1598,80.37,78.29
11.8,1.6418,-0.5,4.1094,30.46,92.07
11.81,1.8102,-0.4779,4.0681,-24.31,105.14
11.82,1.9764,-0.4572,4.0372,-72.37,118.61
11.83,2.1359,-0.4386,4.0181,-103.55,133.09
11.84,2.2857,-0.4217,4.0123,-112.52,148.16
11.85,2.4248,-0.405,4.0212,-99.97,162.67
11.86,2.5545,-0.3875,4.0462,-71.6,174.98
11.87,2.6771,-0.3685,4.0886,-36.67,182.54
11.88,2.7961,-0.3488,4.1489,-5.78,182.49
11.89,2.9143,-0.33,4.2271,11.98,173.41
11.9,3.0333,-0.3142,4.3224,11.3,156.44
11.91,3.1531,-0.3031,4.4332,-7.88,135.08
11.92,3.2718,-0.2984,4.5574,-39.89,113.99
11.93,3.3865,-0.3011,4.693,-75.48,97.34
11.94,3.4939,-0.3112,4.8384,-105.48,87.3
11.95,3.5912,-0.3278,4.9926,-122.9,83.55
11.96,3.6766,-0.3492,5.1552,-124.29,83.68
11.97,3.7501,-0.3736,5.3261,-110.68,83.46
11.98,3.8128,-0.3994,5.5051,-86.54,77.62
11.99,3.8672,-0.4254,5.6915,-57.73,61.49
12.0,3.9158,-0.4505,5.8837,-30.04,32.45
12.01,3.9613,-0.4739,6.0787,-8.48,-8.94
12.02,4.0058,-0.4956,6.2725,3.17,-58.68
12.03,4.0505,-0.5158,6.4603,2.56,-110.49
12.04,4.0951,-0.5355,6.6371,-10.74,-157.34
12.05,4.1386,-0.5555,6.7984,-33.84,-193.13
12.06,4.1786,-0.5766,6.9406,-60.6,-214.32
12.07,4.2128,-0.5989,7.0617,-84.13,-221.13
12.08,4.2389,-0.6225,7.1608,-98.83,-217.71
12.09,4.2555,-0.6479,7.2381,-101.24,-210.75
12.1,4.2624,-0.6756,7.2942,-90.93,-207.46
12.11,4.2606,-0.7062,7.3293,-70.14,-213.09
12.12,4.252,-0.7395,7.3426,-42.54,-228.97
12.13,4.2393,-0.7749,7.3329,-12.95,-252.23
12.14,4.2253,-0.8111,7.2977,13.14,-277.04
12.15,4.2126,-0.8471,7.2349,31.25,-296.81
12.16,4.2028,-0.882,7.1426,38.97,-306.57
12.17,4.1967,-0.9156,7.0199,36.09,-304.2
12.18,4.1942,-0.9475,6.8669,24.96,-289.99
12.19,4.1942,-0.9772,6.6851,9.79,-266.35
12.2,4.1952,-1.0048,6.4766,-5.25,-237.41
12.21,4.1959,-1.0304,6.2444,-17.43,-207.52
12.22,4.1951,-1.0542,5.9913,-25.72,-179.8
12.23,4.1919,-1.0766,5.72,-30.59,-155.92
12.24,4.1858,-1.098,5.433,-33.73,-135.44
12.25,4.1764,-1.1183,5.1323,-37.91,-115.82
12.26,4.1632,-1.1372,4.8199,-46.69,-93.84
12.27,4.1452,-1.155,4.4983,-63.04,-67.05
12.28,4.1209,-1.1727,4.1699,-87.38,-34.58
12.29,4.0878,-1.1913,3.8382,-117.03,2.55
12.3,4.0431,-1.2122,3.5066,-147.24,41.89
12.31,3.9839,-1.2358,3.1791,-172.96,80.38
12.32,3.9077,-1.262,2.8595,-190.79,115.52
12.33,3.8128,-1.2905,2.5513,-199.79,145.65
12.34,3.6982,-1.3206,2.2573,-200.93,169.42
12.35,3.5638,-1.3509,1.98,-196.34,186.17
12.36,3.41,-1.3799,1.7211,-188.65,196.54
12.37,3.2374,-1.4061,1.4816,-180.15,202.03
12.38,3.0469,-1.4289,1.2622,-172.37,204.27
12.39,2.8392,-1.4489,1.063,-166.68,204.73
12.4,2.615,-1.4675,0.8843,-164.56,205.03
12.41,2.3742,-1.4864,0.7259,-166.85,206.99
12.42,2.1168,-1.5073,0.5883,-173.09,212.16
12.43,1.8422,-1.5318,0.4719,-181.8,221.26
12.44,1.5495,-1.56,0.3775,-190.79,233.56
12.45,1.2379,-1.5901,0.3065,-196.95,247.12
12.46,0.9069,-1.6195,0.2601,-196.5,258.92
12.47,0.5567,-1.6461,0.2393,-186.38,265.17
12.48,0.1882,-1.6687,0.2447,-165.96,262.7
12.49,-0.1966,-1.6868,0.276,-137.71,250.31
12.5,-0.595,-1.7003,0.3321,-106.16,229.49
12.51,-1.0039,-1.7094,0.4109,-76.22,203.89
12.52,-1.4204,-1.7148,0.51,-52.09,178.23
12.53,-1.8421,-1.7173,0.627,-35.77,157.56
12.54,-2.2675,-1.7176,0.7598,-25.89,145.93
12.55,-2.6954,-1.7167,0.9074,-18.7,144.28
12.56,-3.125,-1.715,1.0695,-9.91,150.6
12.57,-3.5554,-1.7123,1.2467,4.02,161.24
12.58,-3.985,-1.708,1.4399,25.21,171.1
12.59,-4.4118,-1.7017,1.6499,53.65,174.6
12.6,-4.8329,-1.6931,1.8771,87.14,167.8
12.61,-5.2452,-1.6817,2.1206,122.69,149.23
12.62,-5.645,-1.6671,2.3787,157.74,119.74
12.63,-6.029,-1.6494,2.6485,190.12,82.88
12.64,-6.394,-1.6297,2.9265,218.23,44.13
12.65,-6.7371,-1.6098,3.2088,241.67,8.95
12.66,-7.056,-1.5919,3.4922,260.99,-17.91
12.67,-7.3487,-1.5777,3.7739,277.65,-33.23
12.68,-7.6136,-1.5686,4.0525,293.82,-36.82
12.69,-7.8488,-1.5652,4.3276,311.24,-31.39
12.7,-8.0528,-1.5672,4.5995,330.45,-21.58
12.71,-8.2235,-1.5731,4.8692,351.14,-13.34
12.72,-8.359,-1.5804,5.1372,372.57,-12.12
12.73,-8.4571,-1.5867,5.4037,393.49,-20.65
12.74,-8.5157,-1.5904,5.6678,411.26,-38.44
12.75,-8.5333,-1.5914,5.9278,421.47,-61.93
12.76,-8.5089,-1.5904,6.1815,420.12,-85.26
12.77,-8.4426,-1.5885,6.4267,406.94,-102.5
12.78,-8.3356,-1.587,6.6619,386.58,-110.01
12.79,-8.1898,-1.5874,6.8862,366.51,-107.77
12.8,-8.0071,-1.5905,7.0997,353.44,-99.3
12.81,-7.7886,-1.596,7.3033,350.98,-90.17
12.82,-7.5346,-1.6025,7.4976,358.43,-86.34
12.83,-7.2445,-1.6077,7.6829,370.75,-92.37
12.84,-6.9172,-1.6097,7.8586,380.43,-110.0
12.85,-6.5519,-1.6077,8.0229,379.75,-138.0
12.86,-6.149,-1.6009,8.1732,362.19,-172.45
12.87,-5.7102,-1.5896,8.3061,323.54,-207.79
12.88,-5.2395,-1.5742,8.4182,263.29,-238.68
12.89,-4.7427,-1.5562,8.5066,186.1,-261.07
12.9,-4.2273,-1.5371,8.5691,101.91,-272.56
12.91,-3.7014,-1.5184,8.6044,23.29,-273.37
12.92,-3.1726,-1.5007,8.6126,-38.92,-265.99
12.93,-2.647,-1.4836,8.5941,-78.96,-253.26
12.94,-2.1286,-1.4663,8.5503,-96.77,-237.61
12.95,-1.6193,-1.4476,8.4827,-97.77,-221.45
12.96,-1.1194,-1.4268,8.3928,-92.14,-206.39
12.97,-0.6287,-1.4037,8.2821,-91.53,-192.29
12.98,-0.1474,-1.3787,8.1521,-105.12,-177.86
12.99,0.3231,-1.3526,8.0043,-137.69,-161.8
13.0,0.7796,-1.3259,7.8402,-188.13,-143.22
13.01,1.2171,-1.299,7.6618,-249.63,-122.87
13.02,1.6298,-1.2726,7.4709,-312.69,-103.53
13.03,2.0116,-1.2464,7.2695,-368.17,-88.75
13.04,2.3571,-1.2202,7.0589,-408.55,-81.36
13.05,2.6624,-1.1935,6.8399,-428.75,-82.35
13.06,2.9255,-1.1659,6.6123,-427.44,-90.16
13.07,3.1466,-1.1378,6.3756,-407.81,-101.1
13.08,3.3273,-1.1107,6.1287,-376.81,-110.97
13.09,3.4705,-1.0863,5.8707,-344.04,-116.5
13.1,3.5792,-1.0666,5.6011,-319.82,-115.82
13.11,3.6558,-1.0525,5.32,-309.95,-107.84
13.12,3.7013,-1.044,5.0282,-311.78,-91.93
13.13,3.7157,-1.0401,4.7273,-316.85,-68.4
13.14,3.6987,-1.0391,4.4196,-315.85,-39.15
13.15,3.6506,-1.0393,4.1079,-301.49,-7.54
13.16,3.573,-1.0393,3.7954,-270.22,22.97
13.17,3.4689,-1.039,3.485,-223.18,50.01
13.18,3.343,-1.0387,3.1793,-166.18,72.01
13.19,3.2006,-1.0384,2.8806,-108.27,88.31
13.2,3.0473,-1.0383,2.5905,-59.18,98.85
13.21,2.8878,-1.038,2.31,-26.61,103.86
13.22,2.7254,-1.0374,2.0397,-13.53,104.45
13.23,2.5614,-1.0358,1.7797,-16.19,103.11
13.24,2.3958,-1.0328,1.5299,-25.44,102.97
13.25,2.2279,-1.028,1.2905,-31.27,106.64
13.26,2.0573,-1.0209,1.0617,-27.15,114.89
13.27,1.8845,-1.0112,0.8443,-11.31,125.93
13.28,1.711,-0.9992,0.6395,14.89,136.37
13.29,1.5393,-0.9852,0.448,49.0,143.19
13.3,1.3728,-0.9695,0.2707,87.68,144.72
13.31,1.2153,-0.9517,0.1076,126.48,140.32
13.32,1.0704,-0.9318,-0.0417,160.91,130.48
13.33,0.9417,-0.9102,-0.1782,188.1,116.98
13.34,0.8317,-0.8882,-0.3031,207.66,102.3
13.35,0.7426,-0.8671,-0.4179,221.52,88.99
13.36,0.6757,-0.8476,-0.5237,233.03,79.65
13.37,0.6323,-0.8298,-0.6215,245.22,76.29
13.38,0.6137,-0.8137,-0.7117,259.04,78.97
13.39,0.6211,-0.7992,-0.794,272.74,85.17
13.4,0.6559,-0.7864,-0.8679,283.31,90.28
13.41,0.7191,-0.7752,-0.933,288.24,89.53
13.42,0.8111,-0.7658,-0.9895,286.36,79.83
13.43,0.9318,-0.7583,-1.0383,277.39,60.02
13.44,1.0802,-0.7529,-1.0815,261.88,30.72
13.45,1.2548,-0.7497,-1.1219,241.57,-5.2
13.46,1.4537,-0.7483,-1.1629,218.73,-43.11
13.47,1.6747,-0.7476,-1.2083,195.15,-77.28
13.48,1.9154,-0.7464,-1.2613,172.3,-101.47
13.49,2.1735,-0.7441,-1.3241,151.71,-110.54
13.5,2.4471,-0.7408,-1.3977,134.5,-102.49
13.51,2.7343,-0.7379,-1.4812,120.55,-79.48
13.52,3.0339,-0.7369,-1.5726,108.23,-47.19
13.53,3.3444,-0.7396,-1.6687,94.86,-12.52
13.54,3.6646,-0.7471,-1.7662,77.76,18.56
13.55,3.9925,-0.7595,-1.8622,55.1,42.01
13.56,4.3259,-0.7764,-1.9544,25.66,56.46
13.57,4.662,-0.7968,-2.0411,-11.2,63.35
13.58,4.9969,-0.8191,-2.1218,-54.58,66.06
13.59,5.3264,-0.8413,-2.1959,-101.65,68.81
13.6,5.646,-0.8622,-2.2632,-148.51,75.43
13.61,5.951,-0.8811,-2.3228,-190.97,87.22
13.62,6.2373,-0.899,-2.3738,-225.09,101.72
13.63,6.5015,-0.9174,-2.4148,-248.22,113.41
13.64,6.7415,-0.9388,-2.4448,-259.54,115.76
13.65,6.9559,-0.9648,-2.4637,-259.6,104.33
13.66,7.1448,-0.9965,-2.4726,-250.22,78.95
13.67,7.3089,-1.0338,-2.4739,-235.17,43.38
13.68,7.4498,-1.0758,-2.4711,-219.53,3.79
13.69,7.5688,-1.1213,-2.468,-207.88,-32.82
13.7,7.667,-1.1686,-2.468,-203.37,-60.4
13.71,7.7448,-1.217,-2.4738,-207.38,-75.58
13.72,7.8019,-1.266,-2.487,-219.08,-78.3
13.73,7.8372,-1.3152,-2.5079,-235.64,-70.91
13.74,7.849,-1.3643,-2.5357,-253.48,-57.05
13.75,7.8358,-1.4127,-2.5694,-268.61,-40.2
13.76,7.796,-1.4597,-2.6071,-276.3,-22.1
13.77,7.7292,-1.5037,-2.6471,-271.13,-2.11
13.78,7.6358,-1.5425,-2.6872,-248.26,21.94
13.79,7.5183,-1.5736,-2.7252,-206.63,50.93
13.8,7.3806,-1.5951,-2.7581,-151.49,82.04
13.81,7.228,-1.6063,-2.7831,-93.38,109.04
13.82,7.0661,-1.6077,-2.7974,-44.8,125.19
13.83,6.8993,-1.6004,-2.7998,-16.14,126.18
13.84,6.7306,-1.5862,-2.79,-12.05,111.72
13.85,6.5602,-1.5663,-2.7694,-30.58,85.94
13.86,6.3866,-1.5416,-2.7405,-63.94,55.95
13.87,6.2067,-1.5127,-2.7059,-99.99,29.16
13.88,6.0172,-1.48,-2.6683,-125.09,11.22
13.89,5.816,-1.4442,-2.6294,-127.59,4.93
13.9,5.603,-1.4069,-2.5899,-101.17,9.26
13.91,5.3807,-1.3703,-2.5494,-47.02,19.61
13.92,5.1544,-1.3368,-2.507,26.11,30.25
13.93,4.9309,-1.3086,-2.4617,104.1,36.51
13.94,4.7179,-1.2869,-2.4132,171.76,34.98
13.95,4.5216,-1.2721,-2.3614,217.55,23.53
13.96,4.3466,-1.2643,-2.3077,236.66,1.73
13.97,4.1949,-1.2635,-2.2541,231.67,-29.14
13.98,4.0661,-1.269,-2.2037,210.53,-66.09
13.99,3.9584,-1.2796,-2.16,183.53,-104.52
14.0,3.8693,-1.294,-2.1268,160.83,-139.15
14.01,3.7968,-1.3113,-2.1074,149.93,-165.15
14.02,3.7398,-1.3314,-2.1043,153.43,-179.22
14.03,3.6987,-1.3549,-2.1189,168.76,-180.68
14.04,3.6747,-1.3825,-2.1514,188.97,-171.69
14.05,3.6697,-1.4152,-2.201,204.17,-156.07
14.06,3.6849,-1.4539,-2.2662,204.59,-137.25
14.07,3.7203,-1.4988,-2.3452,183.6,-116.43
14.08,3.7736,-1.5494,-2.4359,139.93,-92.5
14.09,3.8407,-1.6043,-2.5357,80.32,-64.24
14.1,3.9159,-1.6615,-2.6421,19.43,-32.7
14.11,3.9937,-1.7191,-2.7518,-25.71,-1.18
14.12,4.0698,-1.7753,-2.8618,-43.49,26.68
14.13,4.1424,-1.8296,-2.9694,-31.99,48.14
14.14,4.2126,-1.8823,-3.0724,1.32,62.65
14.15,4.2833,-1.9339,-3.1694,41.63,72.96
14.16,4.358,-1.9851,-3.2591,70.72,84.31
14.17,4.4393,-2.0356,-3.3403,73.64,102.39
14.18,4.5274,-2.0842,-3.4112,43.99,131.15
14.19,4.6193,-2.1296,-3.4687,-14.82,169.89
14.2,4.7095,-2.1708,-3.5093,-90.59,212.11
14.21,4.7908,-2.2075,-3.5289,-166.13,248.74
14.22,4.8561,-2.2401,-3.524,-224.48,271.66
14.23,4.8999,-2.2698,-3.4926,-252.88,275.34
14.24,4.9194,-2.2982,-3.4342,-246.02,258.27
14.25,4.9153,-2.327,-3.3506,-208.57,223.92
14.26,4.891,-2.3577,-3.2449,-153.76,179.27
14.27,4.8514,-2.392,-3.1214,-97.77,132.4
14.28,4.802,-2.4306,-2.9846,-54.16,91.53
14.29,4.7468,-2.473,-2.8384,-30.87,64.51
14.3,4.6882,-2.5175,-2.6854,-28.73,56.71
14.31,4.6266,-2.5613,-2.5262,-41.2,68.8
14.32,4.5609,-2.6018,-2.36,-57.6,95.81
14.33,4.4897,-2.6373,-2.1841,-67.95,127.87
14.34,4.4123,-2.6666,-1.9956,-65.63,153.86
14.35,4.3288,-2.6889,-1.7922,-48.84,166.07
14.36,4.2409,-2.704,-1.5727,-21.38,161.64
14.37,4.1511,-2.7116,-1.3375,9.37,141.77
14.38,4.0623,-2.7117,-1.0885,35.69,111.55
14.39,3.977,-2.7042,-0.8285,51.76,78.35
14.4,3.8967,-2.6892,-0.5607,54.96,48.59
14.41,3.8218,-2.6665,-0.2879,46.5,26.06
14.42,3.7515,-2.6364,-0.0124,30.59,11.89
14.43,3.6845,-2.5997,0.2644,13.1,4.34
14.44,3.619,-2.5573,0.5417,0.11,0.42
14.45,3.5539,-2.5098,0.8189,-3.98,-1.97
14.46,3.4889,-2.4574,1.0958,2.26,-3.8
14.47,3.4245,-2.4001,1.3723,17.24,-5.42
14.48,3.3621,-2.3375,1.6482,37.24,-6.56
14.49,3.3036,-2.2697,1.9234,57.83,-6.68
14.5,3.251,-2.1976,2.1978,75.61,-5.62
14.51,3.206,-2.1232,2.4716,88.93,-3.73
14.52,3.1699,-2.0492,2.745,97.95,-1.69
14.53,3.1438,-1.9784,3.018,104.44,-1.04
14.54,3.1283,-1.9129,3.2908,110.65,-3.71
14.55,3.124,-1.854,3.563,117.68,-11.53
14.56,3.1316,-1.8015,3.8338,125.26,-26.47
14.57,3.152,-1.7546,4.1017,132.53,-49.72
14.58,3.1857,-1.7119,4.3643,138.29,-80.42
